3263,100,31
3263,101,0
3263,102,7
3263,103,-8
3263,104,16
3263,105,10
3263,106,16
3263,107,4
3263,108,17
3263,109,-7
3263,110,23
3263,111,22
3263,112,-7
3263,113,-9.8
3263,114,17
3263,115,2
3263,116,8
3263,117,-9.7
3263,118,28
3263,119,-19.7
3263,120,-10
3263,121,-4
3263,122,7
3263,123,7
3263,124,6
3263,125,-19.8
3263,126,25
3263,127,6
3263,128,2
3263,129,3
3263,130,-19
3263,131,7
3263,132,10
3263,133,7
3263,134,4
3263,135,4
3263,136,0
3263,137,4
3263,138,3
3263,139,-9.8
3263,140,1
3263,141,15
3263,142,2
3263,143,6
3263,144,13
3263,145,3
3263,146,3
3263,147,-9
3263,148,5
3263,149,1
3263,150,0
3263,151,3
3263,152,1
3263,153,-10
3263,154,-9.8
3263,155,3
3263,156,-19.5
3263,157,3
3263,158,11
3263,159,1
3263,160,3
3263,161,-10
3263,162,-19.7
3263,163,-9.5
3263,164,-10
3263,165,4
3263,166,2
3263,167,3
3263,168,6
3263,169,5
3263,170,0
3263,171,5
3263,172,2
3263,173,4
3263,174,1
3263,175,3
3263,176,-9.8
3263,177,3
3263,178,3
3263,179,-8
3263,180,3
3263,181,3
3263,182,-10
3263,183,3
3263,184,1
3263,185,0
3263,186,3
3263,187,3
3263,188,-9
3263,189,-19.8
3263,190,6
3263,191,4
3263,192,4
3263,193,3
3263,194,5
3263,195,5
3263,196,3
3263,197,3
3263,198,0
3263,199,4
3263,200,3
3263,99,3
3263,98,4
3263,97,-9.7
3263,96,-9.8
3263,95,4
3263,94,3
3263,93,3
3263,92,3
3263,91,3
3263,90,-10
3263,89,4
3263,88,1
3263,87,0
3263,86,-18
3263,85,3
3263,84,3
3263,83,3
3263,82,3
3263,81,3
3263,80,4
3263,79,3
3263,78,0
3263,77,4
3263,76,3
3263,75,4
3263,74,3
3263,73,-19.7
3263,72,4
3263,71,3
3263,70,1
3263,69,0
3263,68,-6
3263,67,-9.8
3263,66,3
3263,65,3
3263,64,4
3263,63,3
3263,62,3
3263,61,4
3263,60,-8
3263,59,-9.7
3263,58,-9
3263,57,3
3263,56,3
3263,55,3
3263,54,-9.7
3263,53,3
3263,52,3
3263,51,3
3263,50,3
3263,49,-9.5
3263,48,3
3263,47,3
3263,46,-9.5
3263,45,-10
3263,44,3
3263,43,4
3263,42,3
3263,41,4
3263,40,4
3263,39,3
3263,38,3
3263,37,-9.5
3263,36,-9.5
3263,35,3
3263,34,2
3263,33,3
3263,32,4
3263,31,5
3263,30,-6
3263,29,3
3263,28,-19.8
3263,27,3
3263,26,-2
3263,25,3
3263,24,3
3263,23,3
3263,22,-9.7
3263,21,0
3263,20,3
3263,19,-9.5
3263,18,-5
3263,17,3
3263,16,3
3263,15,3
3263,14,4
3263,13,3
3263,12,-9.7
3263,11,2
3263,10,0
3263,9,3
3263,8,3
3263,7,2
3263,6,3
3263,5,0
3263,4,3
3263,3,3
3263,2,3
3263,1,3
