3500,1,-1
3500,2,17
3500,3,31
3500,4,0
3500,5,13
3500,6,0
3500,7,13
3500,8,2
3500,9,0
3500,10,2
3500,11,1
3500,12,0
3500,13,0
3500,14,5
3500,15,4
3500,16,0
3500,17,3
3500,18,11
3500,19,21
3500,20,1
3500,21,4
3500,22,2
3500,23,11
3500,24,0
3500,25,13
3500,26,17
3500,27,5
3500,28,0
3500,29,19
3500,30,0
3500,31,3
3500,32,20
3500,33,4
3500,34,-1
3500,35,6
3500,36,7
3500,37,1
3500,38,0
3500,39,5
3500,40,3
3500,41,12
3500,42,13
3500,43,0
3500,44,5
3500,45,-1
3500,46,1
3500,47,5
3500,48,3
3500,49,3
3500,50,0
3500,51,3
3500,52,1
3500,53,4
3500,54,6
3500,55,-1
3500,56,3
3500,57,6
3500,58,-2
3500,59,0
3500,60,3
3500,61,9
3500,62,4
3500,63,0
3500,64,4
3500,65,10
3500,66,4
3500,67,3
3500,68,2
3500,69,0
3500,70,3
3500,71,-2
3500,72,1
3500,73,3
3500,74,3
3500,75,0
3500,76,3
3500,77,3
3500,78,3
3500,79,3
3500,80,1
3500,81,5
3500,82,6
3500,83,0
3500,84,3
3500,85,3
3500,86,3
3500,87,2
3500,88,3
3500,89,7
3500,90,1
3500,91,6
3500,92,0
3500,93,3
3500,94,5
3500,95,3
3500,96,3
3500,97,4
3500,98,1
3500,99,4
3500,100,3
3500,101,4
3500,102,0
3500,103,3
3500,104,4
3500,105,3
3500,106,3
3500,107,5
3500,108,0
3500,109,3
3500,110,1
3500,111,1
3500,112,4
3500,113,3
3500,114,3
3500,115,5
3500,116,3
3500,117,4
3500,118,3
3500,119,4
3500,120,3
3500,121,1
3500,122,3
3500,123,4
3500,124,1
3500,125,1
3500,126,3
3500,127,3
3500,128,3
3500,129,3
3500,130,1
3500,131,3
3500,132,6
3500,133,2
3500,134,3
3500,135,3
3500,136,3
3500,137,3
3500,138,0
3500,139,1
3500,140,4
3500,141,3
3500,142,3
3500,143,0
3500,144,0
3500,145,3
3500,146,5
3500,147,0
3500,148,3
3500,149,3
3500,150,3
3500,151,4
3500,152,0
3500,153,0
3500,154,4
3500,155,0
3500,156,0
3500,157,0
3500,158,-2
3500,159,1
3500,160,3
3500,161,4
3500,162,4
3500,163,2
3500,164,3
3500,165,3
3500,166,0
3500,167,0
3500,168,0
3500,169,0
3500,170,0
3500,171,3
3500,172,3
3500,173,0
3500,174,3
3500,175,4
3500,176,4
3500,177,4
3500,178,3
3500,179,3
3500,180,3
3500,181,0
3500,182,0
3500,183,2
3500,184,3
3500,185,3
3500,186,3
3500,187,5
3500,188,0
3500,189,0
3500,190,1
3500,191,3
3500,192,3
3500,193,0
3500,194,0
3500,195,3
3500,196,0
3500,197,0
3500,198,3
3500,199,3
3500,200,3
